Murmansk,Russia,3175000,Y,33.0860405,68.96354675,0.0,0.0,a
Kabul,Afghanistan,1179000,Y,69.1367569,34.53090668,0,0,a
Tirane,Albania,210800,Y,19.83180428,41.33165359,565,240,a
Tindouf,Algeria,-99,N,-8.159999847,27.70000076,0,0,a
Benguela,Angola,155000,N,13.46487999,-12.71773529,0,0,a
Huambo,Angola,203000,N,15.77999973,-12.72999954,0,0,a
Buenos Aires,Argentina,10750000,Y,-58.40959167,-34.66540146,343,0,a
Yerevan,Armenia,1315000,Y,44.53266907,40.20802307,0,0,a
Brisbane,Australia,1149401,N,153.0264893,-27.45391273,0,0,a
Sydney,Australia,3364858,N,151.0281982,-33.88977432,0,0,a
Linz,Austria,335000,N,14.29390144,48.29759598,550,212,Falta viena
Baku,Azerbaijan,2020000,Y,49.8162384,40.32429886,0,0,a
Dhaka,Bangladesh,3430312,Y,90.40714264,23.70991898,0,0,a
Antwerpen,Belgium,1100000,N,4.426054478,51.20734787,0,0,Falta bruselas
Gent,Belgium,465000,N,3.73629117,51.04755402,0,0,a
Porto Novo,Benin,164000,Y,2.632502794,6.601096153,0,0,a
Thimbu,Bhutan,12000,Y,89.66732788,27.44260597,0,0,a
La Paz,Bolivia,992592,Y,-68.14624786,-16.49900627,315,0,a
Santa Cruz de La Sierra,Bolivia,441717,N,-63.19741821,-17.78879166,0,0,a
Sarajevo,Bosnia/Herz,341200,Y,18.43000031,43.86999893,0,0,a
Gaborone,Botswana,95163,Y,25.79480171,-24.6614418,0,0,a
Brasilia,Brazil,1567709,Y,-47.89774704,-15.79210949,373,223,a
Goiania,Brazil,990000,N,-49.25481033,-16.72669983,0,225,a
Sofiya,Bulgaria,1205000,Y,23.33187103,42.70726395,575,232,a
Ouagadouou,Burkina Faso,441514,Y,-1.669999957,12.47999954,0,0,a
Rangoon,Burma,2800000,Y,96.12489319,16.8722229,0,0,a
Bujumbura,Burundi,273000,Y,29.5335865,-3.269083738,0,0,a
Minsk,Byelarus,1650000,Y,27.57556725,53.89993668,587,186,a
Phnom Penh,Cambodia,700000,Y,104.9131927,11.56473637,0,0,a
Yaounde,Cameroon,653670,Y,11.51364136,3.865123034,0,0,a
Douala,Cameroon,1029731,N,9.706374168,4.136650085,0,0,a
Ottawa,Canada,819263,Y,-75.65074921,45.37421799,294,0,a
Bangui,Cent Af Rep,473817,Y,18.56234169,4.365856171,0,0,a
N'Djamena,Chad,303000,Y,15.24082375,12.10413933,0,0,a
Santiago,Chile,4100000,Y,-70.64751434,-33.47502518,308,0,a
Bogota,Colombia,4260000,Y,-74.080513,4.630219936,0,0,a
Brazzaville,Congo,585812,Y,15.28514862,-4.285186768,0,0,a
San Jose,Costa Rica,670000,Y,-84.07861328,9.930476189,0,0,a
Zagreb,Croatia,697925,Y,15.96438599,45.8070755,556,222,a
Havana,Cuba,2125000,Y,-82.4164505,23.0489521,298,0,a
Nicosia,Cyprus,185000,Y,33.38516235,35.16506958,0,0,a
Praha,Czech Repub,1325000,Y,14.45652008,50.105896,550,204,a
Djibouti,Djibouti,120000,Y,43.09999847,11.5,0,0,a
Santo Domingo,Dominican Rp,1313172,Y,-69.91049194,18.4997291,0,0,a
Quito,Ecuador,1050000,Y,-78.52428436,-0.229498133,286,0,a
Guayaquil,Ecuador,1255000,N,-79.90939331,-2.203816175,0,0,a
Cairo,Egypt,9300000,Y,31.25079727,30.07791138,0,0,a
San Salvador,El Salvador,920000,Y,-89.20023346,13.7014122,0,0,a
Tallinn,Estonia,482000,Y,24.75205612,59.27757263,579,158,a
Adis Abeba,Ethiopia,1500000,Y,38.70000076,9.029999733,0,0,a
Helsinki,Finland,900000,Y,24.97669983,60.19642258,200,80,a
Lille,France,1020000,N,3.062901258,50.63208389,0,0,a
Paris,France,9775000,Y,2.432832718,48.88155365,516,209,a
Banjul,Gambia,95000,Y,-16.49461555,13.44527245,0,0,a
T'Bilisi,Georgia,1460000,Y,44.78312683,41.72180939,0,0,a
Berlin,Germany,5061248,Y,13.32757282,52.5162735,547,193,a
Accra,Ghana,1250000,Y,-0.200923637,5.558562756,0,0,a
Athinai,Greece,3027331,Y,23.65486336,38.1216011,576,251,a
Angmagssalik,Greenland,2618,N,-37.31186676,65.66999817,0,0,a
Guatemala,Guatemala,1400000,Y,-90.52490234,14.61800766,0,0,a
Conakry,Guinea,800000,Y,-12.80000019,9.520000458,0,0,a
Bissau,GuineaBissau,109486,Y,-15.64999962,11.91098976,0,0,
Port-au-Prince,Haiti,880000,Y,-72.34310913,18.52661705,0,0,
Tegucigalpa,Honduras,551606,Y,-87.20309448,14.09905052,0,0,
Budapest,Hungary,2565000,Y,19.09424973,47.51462555,563,215,
Reykjavik,Iceland,137941,Y,-21.3368206,64.31326294,448,127,
Amritsar,India,594844,N,74.87155151,31.63088989,0,0,
Medan,Indonesia,1373747,N,98.67559814,3.585242033,0,0,
Bandung,Indonesia,1800000,N,107.6069031,-6.912430286,0,0,
Semarang,Indonesia,1024940,N,110.4442596,-7.027844429,0,0,
Vjuag Padang,Indonesia,708465,N,119.7227936,-5.190430164,0,352,
Ambon,Indonesia,111914,N,129.3129272,-3.386553288,0,0,
Tabriz,Iran,971482,N,46.29011917,38.08097839,0,0,
Mosul,Iraq,570926,N,43.13712692,36.33556747,0,0,
Dublin,Ireland,1140000,Y,-6.25734663,53.34156036,492,188,
Jerusalem,Israel,490000,N,35.22521973,31.77374649,0,0,
Venezia,Italy,420000,N,12.37071991,45.42477417,0,0,
Roma,Italy,3175000,Y,12.52000046,41.88000107,545,238,
Abidjan,Ivory Coast,1950000,Y,-4.021886826,5.324857235,0,0,
Kingston,Jamaica,770000,Y,-76.79730225,18.01571274,0,0,
Tokyo,Japan,23620000,Y,139.8091888,35.68305588,0,0,
Amman,Jordan,1250000,Y,35.9329071,31.94938278,0,0,
Karaganda,Kazakhstan,614000,N,73.20263672,49.87920761,0,0,
Mombasa,Kenya,442369,N,39.66999817,-4.019999981,0,369,
Pyongyang,Korea D P Rp,1600000,Y,125.757515,39.02851486,0,0,
Seoul,Korea Rep,15850000,Y,126.9352493,37.54235077,0,0,
Al Kuwayt,Kuwait,1375000,Y,48.0027771,29.19499016,0,0,
Vientiane,Laos,377409,Y,102.6802368,18.00173187,0,0,
Maseru,Lesotho,109382,Y,27.89038849,-29.25671005,0,413,
Monrovia,Liberia,465000,Y,-10.77000046,6.517439365,0,417,
Tripoli,Libya,990697,Y,13.21182251,32.75161743,0,0,
Murzuq,Libya,-99,N,13.90999985,25.90999985,0,0,
Vilnius,Lithuania,582000,Y,25.27596664,54.68856812,0,0,FALTA RIGA
Luxembourg,Luxembourg,133000,Y,6.273255825,49.74040604,527,205,FALTA MALTA
Toamasina,Madagascar,100000,N,49.40999985,-18.22999954,0,0,
Kuala Lumpur,Malaysia,1475000,Y,101.7076721,3.150210381,0,0,
Bamako,Mali,646163,Y,-7.986481667,12.65295029,0,0,
Tombouctoo,Mali,31925,N,-3.00999999,16.76000023,0,470,
Mexico City,Mexico,14100000,Y,-99.12757111,19.42704582,0,0,
Ulaanbaatar,Mongolia,548400,Y,106.9123535,47.9285965,0,473,
Uliastay,Mongolia,-99,N,97,47.81000137,0,0,
Fes,Morocco,535000,N,-4.995547771,34.04356766,0,0,
Maputo,Mozambique,1069727,Y,32.57369232,-25.96215439,0,0,
Mocambique,Mozambique,-99,N,40.70000076,-15.05000019,0,0,
Kathmandu,Nepal,320000,Y,85.31295013,27.71201706,0,0,
Amsterdam,Netherlands,1860000,N,4.894833088,52.37304306,524,194,
The Hague,Netherlands,770000,Y,4.300624371,51.90362167,0,0,
Auckland,New Zealand,850000,N,174.8010559,-36.89325333,0,0,
Managua,Nicaragua,682000,Y,-86.27303314,12.15147305,0,0,
Niamey,Niger,398265,Y,2.083449841,13.60454369,0,0,
Maiduguri,Niger,255100,N,13.26000023,11.88000011,0,0,
Agadez,Niger,50164,N,7.980000019,16.95999908,0,0,
Ibadan,Nigeria,1144000,N,3.895278454,7.378840446,0,0,
Kano,Nigeria,538300,N,8.520000458,11.92000008,0,0,
Narvik,Norway,19080,N,17.29999924,68.34999847,0,0,FALTA OSLO
Islamabad,Pakistan,204364,Y,73.06054688,33.71815109,0,0,
Lahore,Pakistan,3025000,N,74.34067535,31.54505348,0,0,
Panama,Panama,625000,Y,-79.40000153,8.949999809,0,0,
Asuncion,Paraguay,700000,Y,-57.66999817,-25.21999931,346,442,
Callao,Peru,264133,N,-76.83563232,-12.04354,0,0,
Lima,Peru,4344000,Y,-76.82355499,-12.06799603,290,0,
Davao,Philippines,408775,N,125.613678,7.080080032,0,0,
Gdansk,Poland,909000,N,18.62494278,54.36620331,0,0,FALTA VARSOVIA
Lisboa,Portugal,2250000,Y,-9.130000114,38.72999954,483,249,
San Juan,Puerto Rico,1775260,Y,-66.08175659,18.40061569,0,0,
Doha,Qatar,310000,Y,51.49723434,25.20364189,0,0,
Bucuresti,Romania,2250000,Y,26.1229763,44.43048477,0,0,
Moskva,Russia,13100000,Y,37.70000076,55.75,0,0,
Kigali,Rwanda,181600,Y,29.9914856,-2.117935181,0,0,
Mecca,Saudi Arabia,550000,N,39.81483841,21.42738152,0,0,
Saint Louis,Senegal,91485,N,-16.29783821,15.95121002,0,0,
Dakar,Senegal,1428084,Y,-16.84809494,14.63000011,0,0,
Beograd,Serbia,1400000,Y,20.41255569,44.79968262,0,0,
Singapore,Singapore,3175000,Y,104.1771164,1.229793549,0,0,
Bratislava,Slovakia,435499,Y,17.26980591,48.27450943,559,212,
Ljubljana,Slovenia,233200,Y,14.6396122,46.06830215,551,221,
Muqdisho,Somalia,600000,Y,45.34414291,2.041177511,0,0,
