Johannesburg,South Africa,3650000,N,28.0043087,-26.17895699,0,0,
Durban,South Africa,1550000,N,30.94218826,-29.83637238,0,0,
Bloemfontein,South Africa,235000,N,26.26000023,-29.14999962,0,0,
Madrid,Spain,4650000,Y,-3.690969467,40.44221878,499,242,
Colombo,Sri Lanka,2050000,Y,80.08833313,7.019999981,0,0,
Bur Sudan,Sudan,206727,N,37.21968842,19.61571312,0,0,
El Obeid,Sudan,140000,N,30.15999985,13.18000031,0,0,
Paramaribo,Suriname,241000,Y,-55.22999954,5.929999828,0,0,
Mbabne,Swaziland,38290,Y,31.19129753,-26.30338097,0,0,
Bern,Switzerland,298800,Y,7.445736408,46.94820786,530,217,
Aleppo,Syria,1216000,N,37.15928268,36.21554565,0,0,
Taipei,Taiwan,6130000,Y,121.5067291,25.0350914,0,0,
Chingmei,Taiwan,-99,N,121.5299988,24.97999954,0,0,
Kao-Hsiung,Taiwan,1845000,N,120.3414841,22.67341614,0,0,
Dar es Salaam,Tanzania,1300000,Y,39.2533493,-6.817358971,0,0,
Bangkok,Thailand,6450000,Y,100.5526657,13.74557114,0,0,
Tunis,Tunisia,1225000,Y,10.16596031,36.81881332,0,0,
Sfax,Tunisia,310000,N,10.75925827,34.74523163,0,0,
Istanbul,Turkey,5750000,N,29.00606918,41.06595612,0,0,
Ashkhabad,Turkmenistan,398000,Y,58.3901329,37.95042038,0,0,
Kampala,Uganda,460000,Y,32.58000183,0.319999993,0,355,
Manchester,UK,2775000,N,-2.261778593,53.47966385,0,0,FALTA LONDRES UK
Kiev,Ukraine,2900000,Y,30.50211143,50.44815826,0,0,
Lvov,Ukraine,790000,N,24.0345211,49.83731079,0,0,
Abu Zaby,Untd Arab Em,242975,Y,54.61927032,24.23600769,0,403,
Montevideo,Uruguay,1550000,Y,-56.16999817,-34.91999817,350,0,
Minneapolis,US,2012400,N,-93.30779266,44.92418671,244,0,
New York,US,16472000,N,-74.09999847,40.75,298,0,
Honolulu,US,-157.8061829,21.32117653,0,0,0,474,
Samarkand,Uzbekistan,366000,N,66.94760132,39.65758133,0,0,FALTA ESTOCOLMO SUECIA
Toshkent,Uzbekistan,2325000,Y,69.34986877,41.24793243,0,242,
Caracas,Venezuela,3600000,Y,-66.89828491,10.49604893,352,0,
Hanoi,Vietnam,1500000,Y,105.8199081,21.03194809,0,0,
Sanaa,Yemen,427150,Y,44.20950317,15.36144447,0,0,
Kisangani,Zaire,282650,N,25.19614792,0.519284904,0,0,
Kinshasa,Zaire,3000000,Y,15.46929359,-4.388674736,0,0,
Matadi,Zaire,144742,N,13.44999981,-5.809999943,0,0,
Livingstone,Zambia,61296,N,25.87999916,-17.82999992,0,0,
Bulawayo,Zimbabwe,413814,N,28.70999908,-20.20000076,0,0,
Harare,Zimbabwe,890000,Y,31.02000046,-17.82999992,0,0,
